network,seed,hosts,vulns,model,filter,aggregation,num_paths,id_path,impact,exploit,score,risk,mod,path_time,source,target
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,8,6.0477304915445185,3.8870427750000003,9.8,14.513954589650032,6.50650205682818,0.25,ROOT@host-4,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,9,6.0477304915445185,3.8870427750000003,9.8,15.801822114043022,6.460069156631014,0.27,ROOT@host-4,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,10,6.0477304915445185,3.8870427750000003,9.8,0.0,2.598333116541648,0.23,USER@host-2,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,11,5.873118720000001,3.8870427750000003,9.8,19.70220322510927,6.763663051559874,0.16,USER@host-2,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,12,5.873118720000001,3.8870427750000003,9.8,13.386139837055309,6.299871047498561,0.14,USER@host-2,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,13,6.0477304915445185,3.8870427750000003,9.8,14.97911265311882,6.402994102636362,0.16,USER@host-2,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,14,6.0477304915445185,3.8870427750000003,9.8,16.045439043124507,6.477454802410219,0.17,USER@host-2,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,15,6.0477304915445185,3.8870427750000003,9.8,14.593013977949214,6.511335167404693,0.12,USER@host-2,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,16,6.0477304915445185,3.8870427750000003,9.8,15.921112252848838,6.468554863612405,0.13,USER@host-2,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,17,6.0477304915445185,3.8870427750000003,9.8,9.625969679733792,4.482655874247254,0.25,USER@host-5,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,18,6.0477304915445185,3.8870427750000003,9.8,0.0,2.583580931752822,0.22,USER@host-5,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,19,5.873118720000001,3.8870427750000003,9.8,19.544897776647122,6.750418805420733,0.15,USER@host-5,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,20,6.0477304915445185,3.8870427750000003,9.8,14.386015694552558,6.363443755006542,0.15,USER@host-5,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,21,5.873118720000001,3.8870427750000003,9.8,13.229573167061819,6.290275515143203,0.14,USER@host-5,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,22,6.0477304915445185,3.8870427750000003,9.8,14.80060117504816,6.390948050914008,0.16,USER@host-5,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,23,6.0477304915445185,3.8870427750000003,9.8,15.852037508554698,6.463634808921309,0.16,USER@host-5,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,24,6.0477304915445185,3.8870427750000003,9.8,14.431697860501055,6.5014975716742915,0.12,USER@host-5,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,25,6.0477304915445185,3.8870427750000003,9.8,15.64527776677084,6.449013487079616,0.13,USER@host-5,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,26,6.0477304915445185,3.8870427750000003,9.8,9.715514629669093,4.497576849017232,0.25,USER@host-4,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,27,6.0477304915445185,3.8870427750000003,9.8,0.0,2.59238633052,0.22,USER@host-4,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,28,5.873118720000001,3.8870427750000003,9.8,19.63149789611211,6.757700132378868,0.15,USER@host-4,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,29,6.0477304915445185,3.8870427750000003,9.8,14.525269669638742,6.372608125164287,0.15,USER@host-4,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,30,5.873118720000001,3.8870427750000003,9.8,13.315434508058146,6.295525548948277,0.13,USER@host-4,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,31,6.0477304915445185,3.8870427750000003,9.8,14.8999519175194,6.397637272599091,0.16,USER@host-4,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,32,6.0477304915445185,3.8870427750000003,9.8,14.520206531943625,6.506883429079135,0.12,USER@host-4,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,33,6.0477304915445185,3.8870427750000003,9.8,15.794623103413267,6.459558741577616,0.13,USER@host-4,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,34,6.0477304915445185,3.8870427750000003,9.8,9.997419536792053,4.545122381008225,0.13,USER@host-7,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,35,6.0477304915445185,3.8870427750000003,9.8,0.0,2.6051346413662255,0.23,USER@host-7,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,36,5.873118720000001,3.8870427750000003,9.8,19.541744262299385,6.750154117931651,0.16,USER@host-7,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,37,6.0477304915445185,3.8870427750000003,9.8,14.59871131525878,6.377471555282416,0.16,USER@host-7,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,38,6.0477304915445185,3.8870427750000003,9.8,14.868548827640996,6.395518842758299,0.17,USER@host-7,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,39,6.0477304915445185,3.8870427750000003,9.8,15.99230068053472,6.473643917235569,0.17,USER@host-7,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,40,6.0477304915445185,3.8870427750000003,9.8,14.428558232448234,6.5013070446931565,0.13,USER@host-7,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,41,6.0477304915445185,3.8870427750000003,9.8,15.796887949145155,6.459719300047338,0.14,USER@host-7,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,42,6.0477304915445185,3.8870427750000003,9.8,9.754584104016015,4.504114707024743,0.13,NONE@host-8,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,43,6.0477304915445185,3.8870427750000003,9.8,0.0,2.591252849694667,0.11,NONE@host-8,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,44,5.873118720000001,3.8870427750000003,9.8,19.549606935914802,6.750814124799932,0.08,NONE@host-8,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,45,6.0477304915445185,3.8870427750000003,9.8,14.580298949282962,6.376250302251892,0.08,NONE@host-8,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,46,5.873118720000001,3.8870427750000003,9.8,13.233794185296874,6.290532919696344,0.07,NONE@host-8,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,47,6.0477304915445185,3.8870427750000003,9.8,14.8601578854236,6.394953433902262,0.08,NONE@host-8,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,48,6.0477304915445185,3.8870427750000003,9.8,15.964909597597442,6.471683595021972,0.08,NONE@host-8,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,49,6.0477304915445185,3.8870427750000003,9.8,14.436106888435486,6.501765192195731,0.06,NONE@host-8,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,50,6.0477304915445185,3.8870427750000003,9.8,15.815746308177888,6.4610569375041536,0.07,NONE@host-8,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,51,6.0477304915445185,3.8870427750000003,9.8,9.609925538235645,4.479991799219209,0.26,USER@host-3,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,52,6.0477304915445185,3.8870427750000003,9.8,0.0,2.544908265374018,0.23,USER@host-3,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,53,5.873118720000001,3.8870427750000003,9.8,19.373380444611136,6.736069688141505,0.17,USER@host-3,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,54,6.0477304915445185,3.8870427750000003,9.8,14.356359371131179,6.3615017673272956,0.16,USER@host-3,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,55,5.873118720000001,3.8870427750000003,9.8,13.05769134918842,6.279854788725606,0.14,USER@host-3,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,56,6.0477304915445185,3.8870427750000003,9.8,14.654310419670562,6.38116725457895,0.17,USER@host-3,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,57,6.0477304915445185,3.8870427750000003,9.8,15.735682627915397,6.4553870550236345,0.17,USER@host-3,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,58,6.0477304915445185,3.8870427750000003,9.8,14.254752560049315,6.490815770222976,0.13,USER@host-3,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,59,6.0477304915445185,3.8870427750000003,9.8,15.635155017543175,6.448301725801442,0.14,USER@host-3,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,60,6.0477304915445185,3.8870427750000003,9.8,9.742179045220071,4.502037039878246,0.25,USER@host-0,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,61,6.0477304915445185,3.8870427750000003,9.8,0.0,2.6173730128425,0.22,USER@host-0,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,62,5.873118720000001,3.8870427750000003,9.8,19.635614411637178,6.758046854147515,0.15,USER@host-0,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,63,6.0477304915445185,3.8870427750000003,9.8,14.563238881793371,6.375119911485168,0.15,USER@host-0,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,64,5.873118720000001,3.8870427750000003,9.8,13.320289802051875,6.295823311602292,0.14,USER@host-0,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,65,6.0477304915445185,3.8870427750000003,9.8,16.015877421421926,6.475333469743616,0.16,USER@host-0,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,66,6.0477304915445185,3.8870427750000003,9.8,14.525111562092238,6.507182738198586,0.12,USER@host-0,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,67,6.0477304915445185,3.8870427750000003,9.8,15.773623137248787,6.458070927508654,0.13,USER@host-0,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,68,6.0477304915445185,3.8870427750000003,9.8,9.52517853196848,4.465967467763005,0.25,USER@host-6,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,69,6.0477304915445185,3.8870427750000003,9.8,7.493138663606263,4.15564425119905,0.1,USER@host-6,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,70,6.0477304915445185,3.8870427750000003,9.8,14.243919612290359,6.35416992175242,0.15,USER@host-6,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,71,5.873118720000001,3.8870427750000003,9.8,13.428100351874194,6.302459366982772,0.14,USER@host-6,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,72,6.0477304915445185,3.8870427750000003,9.8,14.89331967288512,6.397189552325156,0.17,USER@host-6,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,73,6.0477304915445185,3.8870427750000003,9.8,15.833104604726643,6.462289339829818,0.21,USER@host-6,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,74,6.0477304915445185,3.8870427750000003,9.8,14.636037608507811,6.513974832639954,0.12,USER@host-6,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,0,75,75,6.0477304915445185,3.8870427750000003,9.8,15.61419566949996,6.446829225301752,0.13,USER@host-6,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,1,6.0477304915445185,3.8870427750000003,9.8,8.770268590017592,4.344688973714042,0.14,ROOT@host-4,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,2,6.0477304915445185,3.8870427750000003,9.8,0.0,2.2483362495000003,0.13,ROOT@host-4,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,3,5.873118720000001,3.8870427750000003,9.8,19.282836164107692,6.728533543102388,0.09,ROOT@host-4,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,4,6.0477304915445185,3.8870427750000003,9.8,13.205512258568719,6.288809609138196,0.11,ROOT@host-4,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,5,5.873118720000001,3.8870427750000003,9.8,12.858850917065547,6.267948497655994,0.1,ROOT@host-4,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,6,6.0477304915445185,3.8870427750000003,9.8,14.567516660906003,6.375403249300018,0.11,ROOT@host-4,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,7,6.0477304915445185,3.8870427750000003,9.8,14.912209504295548,6.398465182682827,0.06,ROOT@host-4,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,8,6.0477304915445185,3.8870427750000003,9.8,14.142822614715772,6.484117887403906,0.09,ROOT@host-4,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,9,6.0477304915445185,3.8870427750000003,9.8,15.342095735264872,6.427862035940642,0.1,ROOT@host-4,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,10,6.0477304915445185,3.8870427750000003,9.8,8.699099586230707,4.333605201119748,0.08,USER@host-1,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,11,6.0477304915445185,3.8870427750000003,9.8,0.0,2.2472873291160105,0.07,USER@host-1,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,12,5.873118720000001,3.8870427750000003,9.8,19.05953826337668,6.710063319268393,0.05,USER@host-1,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,13,6.0477304915445185,3.8870427750000003,9.8,13.119503680247934,6.283588596743353,0.05,USER@host-1,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,14,5.873118720000001,3.8870427750000003,9.8,12.637905726730397,6.254906967104729,0.05,USER@host-1,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,15,6.0477304915445185,3.8870427750000003,9.8,14.452562484706354,6.367813862214067,0.06,USER@host-1,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,16,6.0477304915445185,3.8870427750000003,9.8,14.850362870269427,6.394293754634769,0.06,USER@host-1,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,17,6.0477304915445185,3.8870427750000003,9.8,13.91497834919322,6.470625834100422,0.05,USER@host-1,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,18,6.0477304915445185,3.8870427750000003,9.8,15.186622589994004,6.417149509722481,0.05,USER@host-1,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,19,6.0477304915445185,3.8870427750000003,9.8,8.674723022007399,4.329823110065375,0.07,USER@host-5,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,20,6.0477304915445185,3.8870427750000003,9.8,0.0,2.241327960163534,0.06,USER@host-5,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,21,5.873118720000001,3.8870427750000003,9.8,19.09836529578049,6.713263105705179,0.04,USER@host-5,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,22,6.0477304915445185,3.8870427750000003,9.8,13.059016098247783,6.279934649244151,0.05,USER@host-5,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,23,5.873118720000001,3.8870427750000003,9.8,12.67380318224705,6.257012313881658,0.05,USER@host-5,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,24,6.0477304915445185,3.8870427750000003,9.8,14.443786264325738,6.36723654798402,0.05,USER@host-5,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,25,6.0477304915445185,3.8870427750000003,9.8,14.824283905558268,6.392539165827157,0.05,USER@host-5,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,26,6.0477304915445185,3.8870427750000003,9.8,13.952354255099578,6.472825983432828,0.04,USER@host-5,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,27,6.0477304915445185,3.8870427750000003,9.8,15.108672130122855,6.411812908259643,0.05,USER@host-5,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,28,6.0477304915445185,3.8870427750000003,9.8,8.775267417040073,4.345469811690009,0.07,USER@host-4,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,29,6.0477304915445185,3.8870427750000003,9.8,0.0,2.2452403098000002,0.06,USER@host-4,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,30,5.873118720000001,3.8870427750000003,9.8,19.32096311122073,6.731703634682633,0.04,USER@host-4,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,31,6.0477304915445185,3.8870427750000003,9.8,13.207818903037307,6.288950040137295,0.05,USER@host-4,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,32,5.873118720000001,3.8870427750000003,9.8,12.895205730317334,6.270113406403894,0.05,USER@host-4,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,33,6.0477304915445185,3.8870427750000003,9.8,14.576497922874092,6.375998351089541,0.05,USER@host-4,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,34,6.0477304915445185,3.8870427750000003,9.8,14.180507017416744,6.4863677958486505,0.04,USER@host-4,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,35,6.0477304915445185,3.8870427750000003,9.8,15.357303038149908,6.428914754797658,0.05,USER@host-4,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,36,6.0477304915445185,3.8870427750000003,9.8,9.02879829223287,4.385468249218095,0.04,USER@host-7,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,37,6.0477304915445185,3.8870427750000003,9.8,0.0,2.2848827102935942,0.07,USER@host-7,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,38,5.873118720000001,3.8870427750000003,9.8,19.197856171357877,6.721485003827276,0.05,USER@host-7,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,39,6.0477304915445185,3.8870427750000003,9.8,13.244387922783401,6.2911792582559745,0.05,USER@host-7,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,40,6.0477304915445185,3.8870427750000003,9.8,14.629310490248868,6.379504023935451,0.06,USER@host-7,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,41,6.0477304915445185,3.8870427750000003,9.8,15.063328934696715,6.408719247954537,0.06,USER@host-7,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,42,6.0477304915445185,3.8870427750000003,9.8,14.058012710996602,6.479073461436583,0.05,USER@host-7,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,43,6.0477304915445185,3.8870427750000003,9.8,15.243522991171709,6.421059515116231,0.05,USER@host-7,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,44,6.0477304915445185,3.8870427750000003,9.8,8.794770986492356,4.348519262355902,0.04,NONE@host-8,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,45,6.0477304915445185,3.8870427750000003,9.8,0.0,2.2774999126392856,0.03,NONE@host-8,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,46,5.873118720000001,3.8870427750000003,9.8,19.25201969832552,6.725974773531001,0.02,NONE@host-8,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,47,6.0477304915445185,3.8870427750000003,9.8,13.2515206222717,6.291614688006433,0.03,NONE@host-8,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,48,5.873118720000001,3.8870427750000003,9.8,12.830039952566686,6.266236632758969,0.03,NONE@host-8,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,49,6.0477304915445185,3.8870427750000003,9.8,14.636851459547726,6.380005466741721,0.03,NONE@host-8,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,50,6.0477304915445185,3.8870427750000003,9.8,15.037448536927627,6.406956989620423,0.03,NONE@host-8,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,51,6.0477304915445185,3.8870427750000003,9.8,14.112873589058228,6.482333526434891,0.02,NONE@host-8,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,52,6.0477304915445185,3.8870427750000003,9.8,15.290011565400802,6.424263133159312,0.03,NONE@host-8,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,53,6.0477304915445185,3.8870427750000003,9.8,8.643666335736413,4.325015186597119,0.08,USER@host-3,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,54,6.0477304915445185,3.8870427750000003,9.8,0.0,2.2269441516,0.07,USER@host-3,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,55,5.873118720000001,3.8870427750000003,9.8,19.041421052918928,6.708571963249443,0.05,USER@host-3,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,56,6.0477304915445185,3.8870427750000003,9.8,13.013236560108076,6.277179008622859,0.05,USER@host-3,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,57,5.873118720000001,3.8870427750000003,9.8,12.619441307160095,6.253826099483783,0.05,USER@host-3,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,58,6.0477304915445185,3.8870427750000003,9.8,14.374136573400726,6.362665463507455,0.06,USER@host-3,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,59,6.0477304915445185,3.8870427750000003,9.8,14.745173486633176,6.3872325654543625,0.06,USER@host-3,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,60,6.0477304915445185,3.8870427750000003,9.8,13.896013704212686,6.4695114434596475,0.05,USER@host-3,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,61,6.0477304915445185,3.8870427750000003,9.8,15.103106081392315,6.411432729568761,0.05,USER@host-3,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,62,6.0477304915445185,3.8870427750000003,9.8,8.754038167646025,4.342155814443572,0.07,USER@host-0,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,63,6.0477304915445185,3.8870427750000003,9.8,0.0,2.255362312891781,0.06,USER@host-0,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,64,5.873118720000001,3.8870427750000003,9.8,19.253582138859205,6.7261044318651475,0.05,USER@host-0,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,65,6.0477304915445185,3.8870427750000003,9.8,13.174142468798841,6.286901906899627,0.05,USER@host-0,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,66,5.873118720000001,3.8870427750000003,9.8,12.829786222357793,6.2662215718195196,0.05,USER@host-0,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,67,6.0477304915445185,3.8870427750000003,9.8,14.92633374105212,6.399419882501587,0.05,USER@host-0,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,68,6.0477304915445185,3.8870427750000003,9.8,14.112867232676384,6.482333148071495,0.04,USER@host-0,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,69,6.0477304915445185,3.8870427750000003,9.8,15.256368570876365,6.421943913306783,0.05,USER@host-0,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,70,6.0477304915445185,3.8870427750000003,9.8,8.761038891850905,4.343248056495659,0.08,USER@host-6,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,71,6.0477304915445185,3.8870427750000003,9.8,7.626751008392334,4.174407213804278,0.03,USER@host-6,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,72,6.0477304915445185,3.8870427750000003,9.8,13.174784095799765,6.28694088673251,0.06,USER@host-6,USER@host-2
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,73,5.873118720000001,3.8870427750000003,9.8,12.872911708039856,6.268785173689826,0.05,USER@host-6,USER@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,74,6.0477304915445185,3.8870427750000003,9.8,14.575615529545905,6.37593986958979,0.06,USER@host-6,USER@host-0
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,75,6.0477304915445185,3.8870427750000003,9.8,14.918146120162453,6.398866363721236,0.06,USER@host-6,USER@host-4
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,76,6.0477304915445185,3.8870427750000003,9.8,14.156875866923786,6.484956313554156,0.05,USER@host-6,ROOT@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,1,77,77,6.0477304915445185,3.8870427750000003,9.8,15.29392174657037,6.424532963151748,0.05,USER@host-6,USER@host-9
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,2,77,1,6.0477304915445185,3.8870427750000003,9.8,0.0,2.3429566144572154,0.08,ROOT@host-4,NONE@host-7
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,2,77,2,6.0477304915445185,3.8870427750000003,9.8,0.0,2.199935159078919,0.08,ROOT@host-4,NONE@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,2,77,3,5.873118720000001,3.8870427750000003,9.8,18.739122334942486,6.683848581928243,0.06,ROOT@host-4,USER@host-6
s1_h10_v20_filter_aggregation,1,10,20,NETSPA,0,2,77,4,6.0477304915445185,3.8870427750000003,9.8,12.871322452678882,6.26869056609608,0.07,ROOT@host-4,USER@host-2
