Step;#Open_CVE;#Open_CPE
0;15;333
1;15;333
2;13;292
3;12;255
4;11;252
5;11;248
6;9;247
7;9;239
8;8;238
9;7;237
10;6;194
11;6;189
12;6;188
13;5;187
14;5;176
15;5;168
16;5;152
17;4;149
18;4;141
19;4;132
20;4;103
21;4;102
22;4;101
23;4;100
24;4;98
25;3;97
26;3;95
27;3;89
28;3;88
29;2;87
30;2;55
31;2;47
32;2;45
33;1;43
34;1;11
35;1;10
36;1;8
37;1;8
38;1;7
39;1;6
40;1;5
41;1;4
42;1;1
43;1;1
44;0;0
