Step;#Open_CVE;#Open_CPE
0;16;198
1;16;198
2;15;188
3;15;188
4;15;183
5;15;183
6;15;39
7;14;36
8;9;35
9;9;34
10;9;32
11;7;31
12;7;28
13;5;27
14;5;26
15;4;23
16;3;22
17;2;21
18;2;20
19;1;19
20;1;18
21;1;16
22;1;15
23;1;14
24;1;12
25;1;12
26;1;11
27;1;10
28;1;9
29;1;7
30;1;7
31;0;6
