network,scan,step,filter,aggregation,model,aggregation_time
merged_f1_t420,merged,420,1,2,TVA,0.01071349999983795
merged_f1_t420,merged,420,1,2,MULTI,0.01071349999983795
merged_f1_t420,merged,420,1,3,NETSPA,0.0039407000003848225
merged_f1_t420,merged,420,1,3,TVA,0.0039407000003848225
merged_f1_t420,merged,420,1,3,MULTI,0.0039407000003848225
merged_f1_t428,merged,428,1,0,NETSPA,0
merged_f1_t428,merged,428,1,0,TVA,0
merged_f1_t428,merged,428,1,0,MULTI,0
merged_f1_t428,merged,428,1,1,NETSPA,0.004649200011044741
merged_f1_t428,merged,428,1,1,TVA,0.004649200011044741
merged_f1_t428,merged,428,1,1,MULTI,0.004649200011044741
merged_f1_t428,merged,428,1,2,NETSPA,0.009231200005160645
merged_f1_t428,merged,428,1,2,TVA,0.009231200005160645
merged_f1_t428,merged,428,1,2,MULTI,0.009231200005160645
merged_f1_t428,merged,428,1,3,NETSPA,0.015775399981066585
merged_f1_t428,merged,428,1,3,TVA,0.015775399981066585
merged_f1_t428,merged,428,1,3,MULTI,0.015775399981066585
merged_f1_t50,merged,50,1,0,NETSPA,0
merged_f1_t50,merged,50,1,0,TVA,0
merged_f1_t50,merged,50,1,0,MULTI,0
merged_f1_t50,merged,50,1,1,NETSPA,0.004953199997544289
merged_f1_t50,merged,50,1,1,TVA,0.004953199997544289
merged_f1_t50,merged,50,1,1,MULTI,0.004953199997544289
merged_f1_t50,merged,50,1,2,NETSPA,0.007053100009215996
merged_f1_t50,merged,50,1,2,TVA,0.007053100009215996
merged_f1_t50,merged,50,1,2,MULTI,0.007053100009215996
merged_f1_t50,merged,50,1,3,NETSPA,0.0034786999749485403
merged_f1_t50,merged,50,1,3,TVA,0.0034786999749485403
merged_f1_t50,merged,50,1,3,MULTI,0.0034786999749485403
merged_f1_t60,merged,60,1,0,NETSPA,0
merged_f1_t60,merged,60,1,0,TVA,0
merged_f1_t60,merged,60,1,0,MULTI,0
merged_f1_t60,merged,60,1,1,NETSPA,0.004380800004582852
merged_f1_t60,merged,60,1,1,TVA,0.004380800004582852
merged_f1_t60,merged,60,1,1,MULTI,0.004380800004582852
merged_f1_t60,merged,60,1,2,NETSPA,0.008982200000900775
merged_f1_t60,merged,60,1,2,TVA,0.008982200000900775
merged_f1_t60,merged,60,1,2,MULTI,0.008982200000900775
merged_f1_t60,merged,60,1,3,NETSPA,0.004219499998725951
merged_f1_t60,merged,60,1,3,TVA,0.004219499998725951
merged_f1_t60,merged,60,1,3,MULTI,0.004219499998725951
merged_f1_t70,merged,70,1,0,NETSPA,0
merged_f1_t70,merged,70,1,0,TVA,0
merged_f1_t70,merged,70,1,0,MULTI,0
merged_f1_t70,merged,70,1,1,NETSPA,0.005643899989081547
merged_f1_t70,merged,70,1,1,TVA,0.005643899989081547
merged_f1_t70,merged,70,1,1,MULTI,0.005643899989081547
merged_f1_t70,merged,70,1,2,NETSPA,0.010255400004098192
merged_f1_t70,merged,70,1,2,TVA,0.010255400004098192
merged_f1_t70,merged,70,1,2,MULTI,0.010255400004098192
merged_f1_t70,merged,70,1,3,NETSPA,0.004130299988901243
merged_f1_t70,merged,70,1,3,TVA,0.004130299988901243
merged_f1_t70,merged,70,1,3,MULTI,0.004130299988901243
merged_f1_t80,merged,80,1,0,NETSPA,0
merged_f1_t80,merged,80,1,0,TVA,0
merged_f1_t80,merged,80,1,0,MULTI,0
merged_f1_t80,merged,80,1,1,NETSPA,0.00510559999383986
merged_f1_t80,merged,80,1,1,TVA,0.00510559999383986
merged_f1_t80,merged,80,1,1,MULTI,0.00510559999383986
merged_f1_t80,merged,80,1,2,NETSPA,0.011139199981698766
merged_f1_t80,merged,80,1,2,TVA,0.011139199981698766
merged_f1_t80,merged,80,1,2,MULTI,0.011139199981698766
merged_f1_t80,merged,80,1,3,NETSPA,0.004943000007187948
merged_f1_t80,merged,80,1,3,TVA,0.004943000007187948
merged_f1_t80,merged,80,1,3,MULTI,0.004943000007187948
merged_f1_t90,merged,90,1,0,NETSPA,0
merged_f1_t90,merged,90,1,0,TVA,0
merged_f1_t90,merged,90,1,0,MULTI,0
merged_f1_t90,merged,90,1,1,NETSPA,0.0048331000143662095
merged_f1_t90,merged,90,1,1,TVA,0.0048331000143662095
merged_f1_t90,merged,90,1,1,MULTI,0.0048331000143662095
merged_f1_t90,merged,90,1,2,NETSPA,0.01858219999121502
merged_f1_t90,merged,90,1,2,TVA,0.01858219999121502
merged_f1_t90,merged,90,1,2,MULTI,0.01858219999121502
merged_f1_t90,merged,90,1,3,NETSPA,0.005341400014003739
merged_f1_t90,merged,90,1,3,TVA,0.005341400014003739
merged_f1_t90,merged,90,1,3,MULTI,0.005341400014003739
merged_f2_t0,merged,0,2,0,NETSPA,0
merged_f2_t0,merged,0,2,0,TVA,0
merged_f2_t0,merged,0,2,0,MULTI,0
merged_f2_t0,merged,0,2,1,NETSPA,0.0035967000003438443
merged_f2_t0,merged,0,2,1,TVA,0.0035967000003438443
merged_f2_t0,merged,0,2,1,MULTI,0.0035967000003438443
merged_f2_t0,merged,0,2,2,NETSPA,0.006127300002845004
merged_f2_t0,merged,0,2,2,TVA,0.006127300002845004
merged_f2_t0,merged,0,2,2,MULTI,0.006127300002845004
merged_f2_t0,merged,0,2,3,NETSPA,0.005260200006887317
merged_f2_t0,merged,0,2,3,TVA,0.005260200006887317
merged_f2_t0,merged,0,2,3,MULTI,0.005260200006887317
merged_f2_t10,merged,10,2,0,NETSPA,0
merged_f2_t10,merged,10,2,0,TVA,0
merged_f2_t10,merged,10,2,0,MULTI,0
merged_f2_t10,merged,10,2,1,NETSPA,0.0048778999771457165
merged_f2_t10,merged,10,2,1,TVA,0.0048778999771457165
merged_f2_t10,merged,10,2,1,MULTI,0.0048778999771457165
merged_f2_t10,merged,10,2,2,NETSPA,0.010194399976171553
merged_f2_t10,merged,10,2,2,TVA,0.010194399976171553
merged_f2_t10,merged,10,2,2,MULTI,0.010194399976171553
merged_f2_t10,merged,10,2,3,NETSPA,0.005890000000363216
merged_f2_t10,merged,10,2,3,TVA,0.005890000000363216
merged_f2_t10,merged,10,2,3,MULTI,0.005890000000363216
merged_f2_t100,merged,100,2,0,NETSPA,0
merged_f2_t100,merged,100,2,0,TVA,0
merged_f2_t100,merged,100,2,0,MULTI,0
merged_f2_t100,merged,100,2,1,NETSPA,0.0033076000108849257
merged_f2_t100,merged,100,2,1,TVA,0.0033076000108849257
merged_f2_t100,merged,100,2,1,MULTI,0.0033076000108849257
merged_f2_t100,merged,100,2,2,NETSPA,0.007199599989689887
merged_f2_t100,merged,100,2,2,TVA,0.007199599989689887
merged_f2_t100,merged,100,2,2,MULTI,0.007199599989689887
merged_f2_t100,merged,100,2,3,NETSPA,0.005081400013295934
merged_f2_t100,merged,100,2,3,TVA,0.005081400013295934
merged_f2_t100,merged,100,2,3,MULTI,0.005081400013295934
merged_f2_t110,merged,110,2,0,NETSPA,0
merged_f2_t110,merged,110,2,0,TVA,0
merged_f2_t110,merged,110,2,0,MULTI,0
merged_f2_t110,merged,110,2,1,NETSPA,0.003938299982110038
merged_f2_t110,merged,110,2,1,TVA,0.003938299982110038
merged_f2_t110,merged,110,2,1,MULTI,0.003938299982110038
merged_f2_t110,merged,110,2,2,NETSPA,0.008167399995727465
merged_f2_t110,merged,110,2,2,TVA,0.008167399995727465
merged_f2_t110,merged,110,2,2,MULTI,0.008167399995727465
merged_f2_t110,merged,110,2,3,NETSPA,0.0054549999767914414
merged_f2_t110,merged,110,2,3,TVA,0.0054549999767914414
merged_f2_t110,merged,110,2,3,MULTI,0.0054549999767914414
merged_f2_t120,merged,120,2,0,NETSPA,0
merged_f2_t120,merged,120,2,0,TVA,0
merged_f2_t120,merged,120,2,0,MULTI,0
merged_f2_t120,merged,120,2,1,NETSPA,0.0032020999933592975
merged_f2_t120,merged,120,2,1,TVA,0.0032020999933592975
merged_f2_t120,merged,120,2,1,MULTI,0.0032020999933592975
merged_f2_t120,merged,120,2,2,NETSPA,0.006464599980972707
merged_f2_t120,merged,120,2,2,TVA,0.006464599980972707
merged_f2_t120,merged,120,2,2,MULTI,0.006464599980972707
merged_f2_t120,merged,120,2,3,NETSPA,0.004526000004261732
merged_f2_t120,merged,120,2,3,TVA,0.004526000004261732
merged_f2_t120,merged,120,2,3,MULTI,0.004526000004261732
merged_f2_t130,merged,130,2,0,NETSPA,0
merged_f2_t130,merged,130,2,0,TVA,0
merged_f2_t130,merged,130,2,0,MULTI,0
merged_f2_t130,merged,130,2,1,NETSPA,0.0032568000024184585
merged_f2_t130,merged,130,2,1,TVA,0.0032568000024184585
merged_f2_t130,merged,130,2,1,MULTI,0.0032568000024184585
merged_f2_t130,merged,130,2,2,NETSPA,0.006082200008677319
merged_f2_t130,merged,130,2,2,TVA,0.006082200008677319
merged_f2_t130,merged,130,2,2,MULTI,0.006082200008677319
merged_f2_t130,merged,130,2,3,NETSPA,0.003989000018918887
merged_f2_t130,merged,130,2,3,TVA,0.003989000018918887
merged_f2_t130,merged,130,2,3,MULTI,0.003989000018918887
merged_f2_t140,merged,140,2,0,NETSPA,0
merged_f2_t140,merged,140,2,0,TVA,0
merged_f2_t140,merged,140,2,0,MULTI,0
merged_f2_t140,merged,140,2,1,NETSPA,0.0034149000130128115
merged_f2_t140,merged,140,2,1,TVA,0.0034149000130128115
merged_f2_t140,merged,140,2,1,MULTI,0.0034149000130128115
merged_f2_t140,merged,140,2,2,NETSPA,0.0064996999863069504
merged_f2_t140,merged,140,2,2,TVA,0.0064996999863069504
merged_f2_t140,merged,140,2,2,MULTI,0.0064996999863069504
merged_f2_t140,merged,140,2,3,NETSPA,0.003801299986662343
merged_f2_t140,merged,140,2,3,TVA,0.003801299986662343
merged_f2_t140,merged,140,2,3,MULTI,0.003801299986662343
merged_f2_t150,merged,150,2,0,NETSPA,0
merged_f2_t150,merged,150,2,0,TVA,0
merged_f2_t150,merged,150,2,0,MULTI,0
merged_f2_t150,merged,150,2,1,NETSPA,0.003033699991647154
merged_f2_t150,merged,150,2,1,TVA,0.003033699991647154
merged_f2_t150,merged,150,2,1,MULTI,0.003033699991647154
merged_f2_t150,merged,150,2,2,NETSPA,0.006228600017493591
merged_f2_t150,merged,150,2,2,TVA,0.006228600017493591
merged_f2_t150,merged,150,2,2,MULTI,0.006228600017493591
merged_f2_t150,merged,150,2,3,NETSPA,0.0035343999916221946
merged_f2_t150,merged,150,2,3,TVA,0.0035343999916221946
merged_f2_t150,merged,150,2,3,MULTI,0.0035343999916221946
merged_f2_t160,merged,160,2,0,NETSPA,0
merged_f2_t160,merged,160,2,0,TVA,0
merged_f2_t160,merged,160,2,0,MULTI,0
merged_f2_t160,merged,160,2,1,NETSPA,0.0030270999995991588
merged_f2_t160,merged,160,2,1,TVA,0.0030270999995991588
merged_f2_t160,merged,160,2,1,MULTI,0.0030270999995991588
merged_f2_t160,merged,160,2,2,NETSPA,0.005941799987340346
merged_f2_t160,merged,160,2,2,TVA,0.005941799987340346
merged_f2_t160,merged,160,2,2,MULTI,0.005941799987340346
merged_f2_t160,merged,160,2,3,NETSPA,0.003550800000084564
merged_f2_t160,merged,160,2,3,TVA,0.003550800000084564
merged_f2_t160,merged,160,2,3,MULTI,0.003550800000084564
merged_f2_t170,merged,170,2,0,NETSPA,0
merged_f2_t170,merged,170,2,0,TVA,0
merged_f2_t170,merged,170,2,0,MULTI,0
merged_f2_t170,merged,170,2,1,NETSPA,0.003097200009506196
merged_f2_t170,merged,170,2,1,TVA,0.003097200009506196
merged_f2_t170,merged,170,2,1,MULTI,0.003097200009506196
merged_f2_t170,merged,170,2,2,NETSPA,0.006353499979013577
merged_f2_t170,merged,170,2,2,TVA,0.006353499979013577
merged_f2_t170,merged,170,2,2,MULTI,0.006353499979013577
merged_f2_t170,merged,170,2,3,NETSPA,0.003969899989897385
merged_f2_t170,merged,170,2,3,TVA,0.003969899989897385
merged_f2_t170,merged,170,2,3,MULTI,0.003969899989897385
merged_f2_t180,merged,180,2,0,NETSPA,0
merged_f2_t180,merged,180,2,0,TVA,0
merged_f2_t180,merged,180,2,0,MULTI,0
merged_f2_t180,merged,180,2,1,NETSPA,0.002986699983011931
merged_f2_t180,merged,180,2,1,TVA,0.002986699983011931
merged_f2_t180,merged,180,2,1,MULTI,0.002986699983011931
merged_f2_t180,merged,180,2,2,NETSPA,0.006274400016991422
merged_f2_t180,merged,180,2,2,TVA,0.006274400016991422
merged_f2_t180,merged,180,2,2,MULTI,0.006274400016991422
merged_f2_t180,merged,180,2,3,NETSPA,0.0038435999886132777
merged_f2_t180,merged,180,2,3,TVA,0.0038435999886132777
merged_f2_t180,merged,180,2,3,MULTI,0.0038435999886132777
merged_f2_t190,merged,190,2,0,NETSPA,0
merged_f2_t190,merged,190,2,0,TVA,0
merged_f2_t190,merged,190,2,0,MULTI,0
merged_f2_t190,merged,190,2,1,NETSPA,0.0029715000127907842
merged_f2_t190,merged,190,2,1,TVA,0.0029715000127907842
merged_f2_t190,merged,190,2,1,MULTI,0.0029715000127907842
merged_f2_t190,merged,190,2,2,NETSPA,0.005950899998424575
merged_f2_t190,merged,190,2,2,TVA,0.005950899998424575
merged_f2_t190,merged,190,2,2,MULTI,0.005950899998424575
merged_f2_t190,merged,190,2,3,NETSPA,0.0035017999762203544
merged_f2_t190,merged,190,2,3,TVA,0.0035017999762203544
merged_f2_t190,merged,190,2,3,MULTI,0.0035017999762203544
merged_f2_t194,merged,194,2,0,NETSPA,0
merged_f2_t194,merged,194,2,0,TVA,0
merged_f2_t194,merged,194,2,0,MULTI,0
merged_f2_t194,merged,194,2,1,NETSPA,0.0030719999922439456
merged_f2_t194,merged,194,2,1,TVA,0.0030719999922439456
merged_f2_t194,merged,194,2,1,MULTI,0.0030719999922439456
merged_f2_t194,merged,194,2,2,NETSPA,0.006228199985343963
merged_f2_t194,merged,194,2,2,TVA,0.006228199985343963
merged_f2_t194,merged,194,2,2,MULTI,0.006228199985343963
merged_f2_t194,merged,194,2,3,NETSPA,0.003598100011004135
merged_f2_t194,merged,194,2,3,TVA,0.003598100011004135
merged_f2_t194,merged,194,2,3,MULTI,0.003598100011004135
merged_f2_t20,merged,20,2,0,NETSPA,0
merged_f2_t20,merged,20,2,0,TVA,0
merged_f2_t20,merged,20,2,0,MULTI,0
merged_f2_t20,merged,20,2,1,NETSPA,0.0029072000179439783
merged_f2_t20,merged,20,2,1,TVA,0.0029072000179439783
merged_f2_t20,merged,20,2,1,MULTI,0.0029072000179439783
merged_f2_t20,merged,20,2,2,NETSPA,0.006432200025301427
merged_f2_t20,merged,20,2,2,TVA,0.006432200025301427
merged_f2_t20,merged,20,2,2,MULTI,0.006432200025301427
merged_f2_t20,merged,20,2,3,NETSPA,0.0035339999885763973
merged_f2_t20,merged,20,2,3,TVA,0.0035339999885763973
merged_f2_t20,merged,20,2,3,MULTI,0.0035339999885763973
merged_f2_t30,merged,30,2,0,NETSPA,0
merged_f2_t30,merged,30,2,0,TVA,0
merged_f2_t30,merged,30,2,0,MULTI,0
merged_f2_t30,merged,30,2,1,NETSPA,0.0030687999969813973
merged_f2_t30,merged,30,2,1,TVA,0.0030687999969813973
merged_f2_t30,merged,30,2,1,MULTI,0.0030687999969813973
merged_f2_t30,merged,30,2,2,NETSPA,0.006060199986677617
merged_f2_t30,merged,30,2,2,TVA,0.006060199986677617
merged_f2_t30,merged,30,2,2,MULTI,0.006060199986677617
merged_f2_t30,merged,30,2,3,NETSPA,0.0036595999845303595
merged_f2_t30,merged,30,2,3,TVA,0.0036595999845303595
merged_f2_t30,merged,30,2,3,MULTI,0.0036595999845303595
merged_f2_t40,merged,40,2,0,NETSPA,0
merged_f2_t40,merged,40,2,0,TVA,0
merged_f2_t40,merged,40,2,0,MULTI,0
merged_f2_t40,merged,40,2,1,NETSPA,0.0030501000001095235
merged_f2_t40,merged,40,2,1,TVA,0.0030501000001095235
merged_f2_t40,merged,40,2,1,MULTI,0.0030501000001095235
merged_f2_t40,merged,40,2,2,NETSPA,0.0064292000024579465
merged_f2_t40,merged,40,2,2,TVA,0.0064292000024579465
merged_f2_t40,merged,40,2,2,MULTI,0.0064292000024579465
merged_f2_t40,merged,40,2,3,NETSPA,0.004443999991053715
merged_f2_t40,merged,40,2,3,TVA,0.004443999991053715
merged_f2_t40,merged,40,2,3,MULTI,0.004443999991053715
merged_f2_t50,merged,50,2,0,NETSPA,0
merged_f2_t50,merged,50,2,0,TVA,0
merged_f2_t50,merged,50,2,0,MULTI,0
merged_f2_t50,merged,50,2,1,NETSPA,0.0038985999999567866
merged_f2_t50,merged,50,2,1,TVA,0.0038985999999567866
merged_f2_t50,merged,50,2,1,MULTI,0.0038985999999567866
merged_f2_t50,merged,50,2,2,NETSPA,0.009676699992269278
merged_f2_t50,merged,50,2,2,TVA,0.009676699992269278
merged_f2_t50,merged,50,2,2,MULTI,0.009676699992269278
merged_f2_t50,merged,50,2,3,NETSPA,0.006173300003865734
merged_f2_t50,merged,50,2,3,TVA,0.006173300003865734
merged_f2_t50,merged,50,2,3,MULTI,0.006173300003865734
merged_f2_t60,merged,60,2,0,NETSPA,0
merged_f2_t60,merged,60,2,0,TVA,0
merged_f2_t60,merged,60,2,0,MULTI,0
merged_f2_t60,merged,60,2,1,NETSPA,0.007992700004251674
merged_f2_t60,merged,60,2,1,TVA,0.007992700004251674
merged_f2_t60,merged,60,2,1,MULTI,0.007992700004251674
merged_f2_t60,merged,60,2,2,NETSPA,0.007968499994603917
merged_f2_t60,merged,60,2,2,TVA,0.007968499994603917
merged_f2_t60,merged,60,2,2,MULTI,0.007968499994603917
merged_f2_t60,merged,60,2,3,NETSPA,0.003486100002191961
merged_f2_t60,merged,60,2,3,TVA,0.003486100002191961
merged_f2_t60,merged,60,2,3,MULTI,0.003486100002191961
merged_f2_t70,merged,70,2,0,NETSPA,0
merged_f2_t70,merged,70,2,0,TVA,0
merged_f2_t70,merged,70,2,0,MULTI,0
merged_f2_t70,merged,70,2,1,NETSPA,0.0040191999869421124
merged_f2_t70,merged,70,2,1,TVA,0.0040191999869421124
merged_f2_t70,merged,70,2,1,MULTI,0.0040191999869421124
merged_f2_t70,merged,70,2,2,NETSPA,0.01606629998423159
merged_f2_t70,merged,70,2,2,TVA,0.01606629998423159
merged_f2_t70,merged,70,2,2,MULTI,0.01606629998423159
merged_f2_t70,merged,70,2,3,NETSPA,0.0056788999936543405
merged_f2_t70,merged,70,2,3,TVA,0.0056788999936543405
merged_f2_t70,merged,70,2,3,MULTI,0.0056788999936543405
merged_f2_t80,merged,80,2,0,NETSPA,0
merged_f2_t80,merged,80,2,0,TVA,0
merged_f2_t80,merged,80,2,0,MULTI,0
merged_f2_t80,merged,80,2,1,NETSPA,0.0049226999981328845
merged_f2_t80,merged,80,2,1,TVA,0.0049226999981328845
merged_f2_t80,merged,80,2,1,MULTI,0.0049226999981328845
merged_f2_t80,merged,80,2,2,NETSPA,0.011201899993466213
merged_f2_t80,merged,80,2,2,TVA,0.011201899993466213
merged_f2_t80,merged,80,2,2,MULTI,0.011201899993466213
merged_f2_t80,merged,80,2,3,NETSPA,0.00663170000188984
merged_f2_t80,merged,80,2,3,TVA,0.00663170000188984
merged_f2_t80,merged,80,2,3,MULTI,0.00663170000188984
merged_f2_t90,merged,90,2,0,NETSPA,0
merged_f2_t90,merged,90,2,0,TVA,0
merged_f2_t90,merged,90,2,0,MULTI,0
merged_f2_t90,merged,90,2,1,NETSPA,0.004694599978392944
merged_f2_t90,merged,90,2,1,TVA,0.004694599978392944
merged_f2_t90,merged,90,2,1,MULTI,0.004694599978392944
merged_f2_t90,merged,90,2,2,NETSPA,0.007639399991603568
merged_f2_t90,merged,90,2,2,TVA,0.007639399991603568
merged_f2_t90,merged,90,2,2,MULTI,0.007639399991603568
merged_f2_t90,merged,90,2,3,NETSPA,0.003721299988683313
merged_f2_t90,merged,90,2,3,TVA,0.003721299988683313
merged_f2_t90,merged,90,2,3,MULTI,0.003721299988683313
merged_f3_t0,merged,0,3,0,NETSPA,0
merged_f3_t0,merged,0,3,0,TVA,0
merged_f3_t0,merged,0,3,0,MULTI,0
merged_f3_t0,merged,0,3,1,NETSPA,0.005669200007105246
merged_f3_t0,merged,0,3,1,TVA,0.005669200007105246
merged_f3_t0,merged,0,3,1,MULTI,0.005669200007105246
merged_f3_t0,merged,0,3,2,NETSPA,0.008232499996665865
merged_f3_t0,merged,0,3,2,TVA,0.008232499996665865
merged_f3_t0,merged,0,3,2,MULTI,0.008232499996665865
merged_f3_t0,merged,0,3,3,NETSPA,0.00577240000711754
merged_f3_t0,merged,0,3,3,TVA,0.00577240000711754
merged_f3_t0,merged,0,3,3,MULTI,0.00577240000711754
merged_f3_t10,merged,10,3,0,NETSPA,0
merged_f3_t10,merged,10,3,0,TVA,0
merged_f3_t10,merged,10,3,0,MULTI,0
merged_f3_t10,merged,10,3,1,NETSPA,0.0037148999981582165
merged_f3_t10,merged,10,3,1,TVA,0.0037148999981582165
merged_f3_t10,merged,10,3,1,MULTI,0.0037148999981582165
merged_f3_t10,merged,10,3,2,NETSPA,0.008894400001736358
merged_f3_t10,merged,10,3,2,TVA,0.008894400001736358
merged_f3_t10,merged,10,3,2,MULTI,0.008894400001736358
merged_f3_t10,merged,10,3,3,NETSPA,0.005901700002141297
merged_f3_t10,merged,10,3,3,TVA,0.005901700002141297
merged_f3_t10,merged,10,3,3,MULTI,0.005901700002141297
merged_f3_t20,merged,20,3,0,NETSPA,0
merged_f3_t20,merged,20,3,0,TVA,0
merged_f3_t20,merged,20,3,0,MULTI,0
merged_f3_t20,merged,20,3,1,NETSPA,0.004802000010386109
merged_f3_t20,merged,20,3,1,TVA,0.004802000010386109
merged_f3_t20,merged,20,3,1,MULTI,0.004802000010386109
merged_f3_t20,merged,20,3,2,NETSPA,0.007358599978033453
merged_f3_t20,merged,20,3,2,TVA,0.007358599978033453
merged_f3_t20,merged,20,3,2,MULTI,0.007358599978033453
merged_f3_t20,merged,20,3,3,NETSPA,0.0062209999887272716
merged_f3_t20,merged,20,3,3,TVA,0.0062209999887272716
merged_f3_t20,merged,20,3,3,MULTI,0.0062209999887272716
merged_f3_t30,merged,30,3,0,NETSPA,0
merged_f3_t30,merged,30,3,0,TVA,0
merged_f3_t30,merged,30,3,0,MULTI,0
merged_f3_t30,merged,30,3,1,NETSPA,0.004727199993794784
merged_f3_t30,merged,30,3,1,TVA,0.004727199993794784
merged_f3_t30,merged,30,3,1,MULTI,0.004727199993794784
merged_f3_t30,merged,30,3,2,NETSPA,0.009477099985815585
merged_f3_t30,merged,30,3,2,TVA,0.009477099985815585
merged_f3_t30,merged,30,3,2,MULTI,0.009477099985815585
merged_f3_t30,merged,30,3,3,NETSPA,0.005482700013089925
merged_f3_t30,merged,30,3,3,TVA,0.005482700013089925
merged_f3_t30,merged,30,3,3,MULTI,0.005482700013089925
merged_f3_t40,merged,40,3,0,NETSPA,0
merged_f3_t40,merged,40,3,0,TVA,0
merged_f3_t40,merged,40,3,0,MULTI,0
merged_f3_t40,merged,40,3,1,NETSPA,0.004205299977911636
merged_f3_t40,merged,40,3,1,TVA,0.004205299977911636
merged_f3_t40,merged,40,3,1,MULTI,0.004205299977911636
merged_f3_t40,merged,40,3,2,NETSPA,0.01007039999240078
merged_f3_t40,merged,40,3,2,TVA,0.01007039999240078
merged_f3_t40,merged,40,3,2,MULTI,0.01007039999240078
merged_f3_t40,merged,40,3,3,NETSPA,0.00581240002065897
merged_f3_t40,merged,40,3,3,TVA,0.00581240002065897
merged_f3_t40,merged,40,3,3,MULTI,0.00581240002065897
merged_f3_t50,merged,50,3,0,NETSPA,0
merged_f3_t50,merged,50,3,0,TVA,0
merged_f3_t50,merged,50,3,0,MULTI,0
merged_f3_t50,merged,50,3,1,NETSPA,0.0030085000034887344
merged_f3_t50,merged,50,3,1,TVA,0.0030085000034887344
merged_f3_t50,merged,50,3,1,MULTI,0.0030085000034887344
merged_f3_t50,merged,50,3,2,NETSPA,0.0068549000134225935
merged_f3_t50,merged,50,3,2,TVA,0.0068549000134225935
merged_f3_t50,merged,50,3,2,MULTI,0.0068549000134225935
merged_f3_t50,merged,50,3,3,NETSPA,0.0036885000008624047
merged_f3_t50,merged,50,3,3,TVA,0.0036885000008624047
merged_f3_t50,merged,50,3,3,MULTI,0.0036885000008624047
merged_f3_t60,merged,60,3,0,NETSPA,0
merged_f3_t60,merged,60,3,0,TVA,0
merged_f3_t60,merged,60,3,0,MULTI,0
merged_f3_t60,merged,60,3,1,NETSPA,0.005927299993345514
merged_f3_t60,merged,60,3,1,TVA,0.005927299993345514
merged_f3_t60,merged,60,3,1,MULTI,0.005927299993345514
merged_f3_t60,merged,60,3,2,NETSPA,0.00784069998189807
merged_f3_t60,merged,60,3,2,TVA,0.00784069998189807
merged_f3_t60,merged,60,3,2,MULTI,0.00784069998189807
merged_f3_t60,merged,60,3,3,NETSPA,0.005141000001458451
merged_f3_t60,merged,60,3,3,TVA,0.005141000001458451
merged_f3_t60,merged,60,3,3,MULTI,0.005141000001458451
merged_f4_t0,merged,0,4,0,NETSPA,0
merged_f4_t0,merged,0,4,0,TVA,0
merged_f4_t0,merged,0,4,0,MULTI,0
merged_f4_t0,merged,0,4,1,NETSPA,0.0033210999972652644
merged_f4_t0,merged,0,4,1,TVA,0.0033210999972652644
merged_f4_t0,merged,0,4,1,MULTI,0.0033210999972652644
merged_f4_t0,merged,0,4,2,NETSPA,0.006478700001025572
merged_f4_t0,merged,0,4,2,TVA,0.006478700001025572
merged_f4_t0,merged,0,4,2,MULTI,0.006478700001025572
merged_f4_t0,merged,0,4,3,NETSPA,0.0037868999934289604
merged_f4_t0,merged,0,4,3,TVA,0.0037868999934289604
merged_f4_t0,merged,0,4,3,MULTI,0.0037868999934289604
merged_f4_t10,merged,10,4,0,NETSPA,0
merged_f4_t10,merged,10,4,0,TVA,0
merged_f4_t10,merged,10,4,0,MULTI,0
merged_f4_t10,merged,10,4,1,NETSPA,0.0049470999801997095
merged_f4_t10,merged,10,4,1,TVA,0.0049470999801997095
merged_f4_t10,merged,10,4,1,MULTI,0.0049470999801997095
merged_f4_t10,merged,10,4,2,NETSPA,0.009884500002954155
merged_f4_t10,merged,10,4,2,TVA,0.009884500002954155
merged_f4_t10,merged,10,4,2,MULTI,0.009884500002954155
merged_f4_t10,merged,10,4,3,NETSPA,0.009636599977966398
merged_f4_t10,merged,10,4,3,TVA,0.009636599977966398
merged_f4_t10,merged,10,4,3,MULTI,0.009636599977966398
merged_f4_t20,merged,20,4,0,NETSPA,0
merged_f4_t20,merged,20,4,0,TVA,0
merged_f4_t20,merged,20,4,0,MULTI,0
merged_f4_t20,merged,20,4,1,NETSPA,0.0052214000024832785
merged_f4_t20,merged,20,4,1,TVA,0.0052214000024832785
merged_f4_t20,merged,20,4,1,MULTI,0.0052214000024832785
merged_f4_t20,merged,20,4,2,NETSPA,0.019919399986974895
merged_f4_t20,merged,20,4,2,TVA,0.019919399986974895
merged_f4_t20,merged,20,4,2,MULTI,0.019919399986974895
merged_f4_t20,merged,20,4,3,NETSPA,0.004996999981813133
merged_f4_t20,merged,20,4,3,TVA,0.004996999981813133
merged_f4_t20,merged,20,4,3,MULTI,0.004996999981813133
merged_f4_t30,merged,30,4,0,NETSPA,0
merged_f4_t30,merged,30,4,0,TVA,0
merged_f4_t30,merged,30,4,0,MULTI,0
merged_f4_t30,merged,30,4,1,NETSPA,0.008679399994434789
merged_f4_t30,merged,30,4,1,TVA,0.008679399994434789
merged_f4_t30,merged,30,4,1,MULTI,0.008679399994434789
merged_f4_t30,merged,30,4,2,NETSPA,0.015376900002593175
merged_f4_t30,merged,30,4,2,TVA,0.015376900002593175
merged_f4_t30,merged,30,4,2,MULTI,0.015376900002593175
